City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
476,twin falls,42.3505,-114.6445,45.93,33,100,27.63,US,1731520423
477,mancio lima,-7.6142,-72.8958,71.67,100,100,4.61,BR,1731520423
478,fruita,39.1589,-108.729,45.75,49,0,8.05,US,1731520424
479,pokhara,28.2333,83.9833,58.28,76,26,5.1,NP,1731520424
480,ivdel',60.6911,60.4206,16.88,95,100,4.27,RU,1731520424
481,mersa matruh,31.3525,27.2453,68.2,77,0,6.91,EG,1731520424
482,dudinka,69.4058,86.1778,-13.7,98,99,5.57,RU,1731520424
483,pimentel,-6.8367,-79.9342,77.29,61,0,9.22,PE,1731520424
484,passagem franca,-6.1797,-43.7836,93.22,37,58,4.45,BR,1731520424
485,huanren,41.2647,125.3667,45.07,83,100,2.84,CN,1731520424
486,taroa,8.7058,171.2275,82.29,79,100,15.26,MH,1731520424
487,taybad,34.74,60.7756,42.26,71,100,19.71,IR,1731520425
488,kirakira,-10.4544,161.9205,79.03,85,96,2.44,SB,1731520425
489,hotan,37.0997,79.9269,51.75,35,99,3.8,CN,1731520425
490,shenjiamen,29.9576,122.298,68.22,85,62,8.37,CN,1731520425
491,chul'man,56.8479,124.9104,7.84,96,100,1.28,RU,1731520425
492,hadibu,12.65,54.0333,78.51,62,5,9.89,YE,1731520425
493,ponoka,52.6768,-113.5815,36.91,51,78,9.86,CA,1731520425
494,sinjai,-5.1241,120.253,76.62,87,50,2.17,ID,1731520425
495,borgarnes,64.5383,-21.9206,42.31,91,72,8.48,IS,1731520426
496,inhambane,-23.865,35.3833,75.7,84,99,12.19,MZ,1731520426
497,hurricane,37.1753,-113.2899,52.48,35,15,7.0,US,1731520271
498,banes,20.9625,-75.7186,84.78,69,100,9.31,CU,1731520426
499,miquelon,47.0975,-56.3814,39.72,75,100,41.7,PM,1731520427
500,shalqar,47.8333,59.6,29.68,67,73,10.04,KZ,1731520427
501,marsh harbour,26.5412,-77.0636,77.14,65,80,23.96,BS,1731520427
502,nicoya,10.1483,-85.452,74.26,95,100,2.75,CR,1731520427
503,bamboo flat,11.7,92.7167,82.49,83,40,2.3,IN,1731520428
504,funadhoo,6.15,73.2667,82.65,71,25,6.87,MV,1731520428
505,ujae,8.9322,165.7642,84.15,67,29,17.76,MH,1731520428
506,mpulungu,-8.7623,31.1141,78.94,58,49,2.33,ZM,1731520428
507,korla,41.7597,86.1469,47.21,51,88,6.04,CN,1731520428
508,cidade velha,14.9167,-23.6167,84.67,39,20,12.66,CV,1731520428
509,mahebourg,-20.4081,57.7,77.29,83,75,4.61,MU,1731520428
510,arno,60.1167,18.6333,41.36,92,43,9.37,SE,1731520428
511,huarmey,-10.0681,-78.1522,71.67,70,84,9.55,PE,1731520428
512,juazeirinho,-6.8167,-38.05,98.73,24,8,6.96,BR,1731520428
513,clearwater,27.9659,-82.8001,86.09,61,0,18.01,US,1731520402
514,vostochnyy,55.8167,37.8667,34.09,100,100,7.09,RU,1731520429
515,kenai,60.5544,-151.2583,3.25,92,0,5.75,US,1731520430
516,al ghayzah,16.2079,52.176,80.26,54,10,7.38,YE,1731520430
517,badiyah,22.45,58.8,75.49,63,6,8.88,OM,1731520430
518,beberibe,-4.1797,-38.1306,84.69,57,23,12.62,BR,1731520430
519,hilo,19.7297,-155.09,71.33,96,100,9.22,US,1731520431
520,muravlenko,63.7898,74.523,-9.06,99,94,7.72,RU,1731520431
521,den burg,53.0542,4.7972,53.58,82,75,9.22,NL,1731520431
522,al majaridah,19.1236,41.9111,81.5,69,0,2.91,SA,1731520431
523,sechura,-5.5569,-80.8222,77.41,56,53,13.91,PE,1731520431
524,moussoro,13.6408,16.4901,87.42,12,7,14.38,TD,1731520431
525,bardai,11.65,7.2333,77.76,32,6,8.43,NG,1731520431
526,igra,57.5558,53.0547,23.77,96,96,8.14,RU,1731520432
527,brisas de zicatela,15.8369,-97.0419,83.75,68,63,7.07,MX,1731520432
528,kingston,17.997,-76.7936,85.15,74,20,10.36,JM,1731520156
529,bushehr,28.9684,50.8385,78.89,61,0,9.22,IR,1731520432
530,geraldton,-28.7667,114.6,64.81,82,74,8.05,AU,1731520432
531,la banda,-27.7335,-64.2428,91.49,17,0,10.85,AR,1731520432
532,palmer,42.1584,-72.3287,47.14,30,0,11.5,US,1731520432
533,napier,-39.4833,176.9167,60.28,83,60,5.01,NZ,1731520432
534,vikulovo,56.8167,70.6107,1.58,98,93,5.48,RU,1731520432
535,funafuti,-8.5243,179.1942,86.0,84,20,9.22,TV,1731520434
536,kiama,-34.6833,150.8667,64.38,88,89,1.99,AU,1731520434
537,rio do sul,-27.2142,-49.6431,78.35,28,1,3.74,BR,1731520366
538,hlukhiv,51.6782,33.9162,32.76,79,100,4.52,UA,1731520434
539,kailua-kona,19.6406,-155.9956,73.56,78,40,5.75,US,1731520434
540,al bawiti,28.3492,28.8659,66.07,45,83,10.4,EG,1731520434
541,qarauyl,48.9451,79.255,14.11,55,71,14.99,KZ,1731520434
542,leon,21.1167,-101.6667,78.91,24,23,1.5,MX,1731520370
543,kamba,11.8486,3.6576,86.31,27,10,7.29,NG,1731520435
544,strathmore,51.0501,-113.3852,39.33,65,95,10.36,CA,1731520435
545,aral,40.5156,81.2636,48.06,50,87,6.04,CN,1731520435
546,cuenca,-2.8833,-78.9833,73.53,18,100,3.44,EC,1731520374
547,el calafate,-50.3408,-72.2768,54.0,46,1,14.23,AR,1731520321
548,guymon,36.6828,-101.4816,53.6,47,0,25.32,US,1731520435
549,escaudain,50.3331,3.3443,48.78,84,97,4.25,FR,1731520435
550,ballina,-28.8667,153.5667,65.82,89,41,4.5,AU,1731520435
551,jayapura,-2.5333,140.7,76.39,90,100,3.94,ID,1731520436
552,daru,-9.0763,143.2092,80.06,86,98,14.07,PG,1731520436
553,aginskoye,51.1,114.53,11.17,75,32,11.79,RU,1731520436
554,oranjemund,-28.55,16.4333,61.32,77,37,19.57,,1731520436
555,kayenta,36.7278,-110.2546,42.91,27,15,2.13,US,1731520436
